verified_income,debt_to_income,bankruptcy,term,credit_util,interest_rate,debt_inc_cent,term_cent,credit_util_cent
Verified,26.83,1,60,0.5223715158560653,19.03,7.518011830759974,16.725887306998196,0.11926548221000477
Not Verified,16.79,0,60,0.5991390225373512,24.84,-2.521988169240025,16.725887306998196,0.19603298889129062
Source Verified,13.22,0,60,0.8523761777438248,17.47,-6.0919881692400235,16.725887306998196,0.4492701440977642
Source Verified,13,0,60,0.5268973578340763,9.43,-6.311988169240024,16.725887306998196,0.12379132418801575
Not Verified,37.5,0,36,0.8369656720606117,7.35,18.188011830759976,-7.274112693001804,0.4338596384145511
Not Verified,8.47,0,36,0.5350574712643679,10.41,-10.841988169240024,-7.274112693001804,0.1319514376183073
Source Verified,19.78,0,36,0.2317883861200364,11.99,0.468011830759977,-7.274112693001804,-0.17131764752602416
Not Verified,28.81,0,36,0.2088095238095238,16.01,9.498011830759975,-7.274112693001804,-0.19429650983653676
Not Verified,21.97,0,60,0.11681753437646167,12.62,2.6580118307599747,16.725887306998196,-0.2862884992695989
Source Verified,16.31,0,36,0.15430078405210004,9.43,-3.0019881692400254,-7.274112693001804,-0.24880524959396053
Verified,3.25,0,36,0.014831302717900657,6.08,-16.061988169240024,-7.274112693001804,-0.3882747309281599
Verified,28.65,0,36,0.29931923111251757,10.91,9.338011830759974,-7.274112693001804,-0.103786802533543
Not Verified,23.13,0,36,0.917618332487008,7.97,3.818011830759975,-7.274112693001804,0.5145122988409474
Verified,41.72,0,36,0.9359062668367103,13.59,22.408011830759975,-7.274112693001804,0.5328002331906497
Verified,11.59,0,36,0.046457806973218795,16.02,-7.721988169240024,-7.274112693001804,-0.3566482266728418
Not Verified,25.53,0,36,0.2882963980717069,7.34,6.218011830759977,-7.274112693001804,-0.11480963557435364
Source Verified,28.52,0,36,0.41198092262149494,14.07,9.208011830759975,-7.274112693001804,0.00887488897543437
Source Verified,17.42,0,60,0.3231387610252935,9.44,-1.8919881692400224,16.725887306998196,-0.07996727262076708
Not Verified,26.28,0,36,0.8160049119934507,12.61,6.968011830759977,-7.274112693001804,0.41289887834739014
Not Verified,23.97,0,36,0.2670113473529298,7.97,4.658011830759975,-7.274112693001804,-0.13609468629313076
Verified,10.1,1,36,0.2524847791018369,10.42,-9.211988169240025,-7.274112693001804,-0.15062125454422365
Not Verified,17.42,0,36,0.33451774276497265,7.97,-1.8919881692400224,-7.274112693001804,-0.06858829088108792
Verified,20.77,0,36,0.44585106382978723,21.45,1.4580118307599754,-7.274112693001804,0.04274503018372666
Source Verified,18.8,0,60,0.6309991545233004,17.09,-0.5119881692400234,16.725887306998196,0.22789312087723979
Source Verified,8.2,0,60,0.1590018908698001,10.42,-11.111988169240025,16.725887306998196,-0.24410414277626047
Not Verified,14.46,0,36,0.31324141967711283,6.71,-4.851988169240023,-7.274112693001804,-0.08986461396894774
Not Verified,16.58,0,36,0.7799980804299836,9.92,-2.731988169240026,-7.274112693001804,0.3768920467839231
Not Verified,3.51,0,36,0.02397359932140845,7.34,-15.801988169240024,-7.274112693001804,-0.3791324343246521
Verified,20.71,0,60,0.7034707862672386,21.85,1.3980118307599767,16.725887306998196,0.300364752621178
Not Verified,6.53,0,36,0.49921092564491654,5.32,-12.781988169240023,-7.274112693001804,0.09610489199885597
Not Verified,19.68,0,36,0.5256118265766698,9.43,0.36801183075997557,-7.274112693001804,0.12250579293060926
Source Verified,9.86,0,60,0.04026806286902619,7.34,-9.451988169240025,16.725887306998196,-0.3628379707770344
Not Verified,12.02,0,36,0.3481498995153091,26.3,-7.291988169240025,-7.274112693001804,-0.054956134130751455
Not Verified,27.48,0,36,0.22176077828511118,12.61,8.168011830759976,-7.274112693001804,-0.1813452553609494
Source Verified,11.53,0,60,0.15276756277484962,11.98,-7.781988169240025,16.725887306998196,-0.25033847087121097
Not Verified,5.55,1,36,0.32081521739130436,9.43,-13.761988169240023,-7.274112693001804,-0.0822908162547562
Not Verified,19.18,0,36,0.5026235741444867,10.42,-0.13198816924002443,-7.274112693001804,0.0995175404984261
Not Verified,26.62,0,36,0.26648371631674656,10.9,7.308011830759977,-7.274112693001804,-0.136622317329314
Not Verified,29.43,0,36,0.19894357233771745,10.9,10.118011830759976,-7.274112693001804,-0.20416246130834312
Not Verified,8.16,1,36,0.31025785505379805,6.72,-11.151988169240024,-7.274112693001804,-0.09284817859226252
Verified,18.15,0,36,0.5999285714285715,7.96,-1.1619881692400256,-7.274112693001804,0.1968225377825109
Source Verified,16.41,0,36,0.5115909090909091,13.58,-2.901988169240024,-7.274112693001804,0.10848487544484853
Not Verified,15.71,0,60,0.059953586147872835,7.34,-3.6019881692400233,16.725887306998196,-0.34315244749818774
Verified,22.75,0,36,0.9475795335502012,15.04,3.438011830759976,-7.274112693001804,0.5444734999041406
Not Verified,13.58,0,36,0.08505337032892786,6.08,-5.731988169240024,-7.274112693001804,-0.3180526633171327
Not Verified,8.04,0,36,0.0360355221815242,7.96,-11.271988169240025,-7.274112693001804,-0.3670705114645364
Not Verified,9.54,0,36,0.13118840579710145,6.07,-9.771988169240025,-7.274112693001804,-0.2719176278489591
Source Verified,33.76,1,60,0.7517177852207,10.9,14.448011830759974,16.725887306998196,0.3486117515746394
Source Verified,26.71,0,36,0.15713503373799098,6.72,7.398011830759977,-7.274112693001804,-0.2459709999080696
Not Verified,17.69,0,36,0.7253138435081685,11.99,-1.6219881692400229,-7.274112693001804,0.32220780986210795
Not Verified,6.09,0,36,0.0366678799543272,15.04,-13.221988169240024,-7.274112693001804,-0.3664381536917334
Verified,22.22,0,36,0.24020108888378983,16.01,2.9080118307599747,-7.274112693001804,-0.16290494476227074
Verified,64.47,0,36,0.4415749189240465,7.34,45.158011830759975,-7.274112693001804,0.03846888527798592
Not Verified,15.66,1,36,0.4320799795216019,7.35,-3.651988169240024,-7.274112693001804,0.028973945875541307
Source Verified,13.2,0,36,0.28760805996704847,5.31,-6.111988169240025,-7.274112693001804,-0.1154979736790121
Source Verified,19.26,0,60,0.9067045513789688,13.59,-0.051988169240022586,16.725887306998196,0.5035985177329082
Not Verified,21.98,0,36,0.287115126358198,9.43,2.6680118307599763,-7.274112693001804,-0.11599090728786254
Not Verified,22.16,0,36,0.23934426229508196,7.97,2.848011830759976,-7.274112693001804,-0.1637617713509786
Not Verified,11.83,0,36,0.4221267217630854,6.07,-7.481988169240024,-7.274112693001804,0.019020688117024842
Not Verified,22.68,0,36,0.8678606408283196,11.99,3.3680118307599756,-7.274112693001804,0.464754607182259
Not Verified,20.93,0,60,0.14598653816206114,14.08,1.6180118307599756,16.725887306998196,-0.2571194954839994
Not Verified,17.42,0,36,0.3807241353882457,15.04,-1.8919881692400224,-7.274112693001804,-0.022381898257814892
Source Verified,16.51,0,36,0.7158215010141988,7.35,-2.8019881692400226,-7.274112693001804,0.31271546736813827
Source Verified,14.76,0,36,0.19861546536535543,9.43,-4.551988169240024,-7.274112693001804,-0.20449056828070514
Source Verified,24.01,0,36,0.14675378114995133,11.98,4.698011830759977,-7.274112693001804,-0.25635225249610927
Not Verified,2.58,0,36,0.0017337735972834424,5.32,-16.731988169240026,-7.274112693001804,-0.40137226004877713
Verified,18.35,0,60,0.4352151677234885,18.06,-0.9619881692400227,16.725887306998196,0.03210913407742794
Not Verified,30.96,0,36,0.18233414771659462,11.98,11.648011830759977,-7.274112693001804,-0.22077188592946595
Not Verified,14.26,1,36,0.6201624129930394,10.9,-5.051988169240024,-7.274112693001804,0.21705637934697886
Verified,21.85,0,60,0.8809795918367347,21.45,2.5380118307599773,16.725887306998196,0.4778735581906741
Source Verified,8.68,0,60,0.31945098039215686,11.98,-10.631988169240024,16.725887306998196,-0.08365505325390371
Verified,11.16,0,36,0.11063522825150732,6.07,-8.151988169240024,-7.274112693001804,-0.2924708053945533
Not Verified,25.47,0,36,0.48724691673667164,6.72,6.158011830759975,-7.274112693001804,0.08414088309061107
Source Verified,23.22,0,60,0.17721059364403702,10.41,3.9080118307599747,16.725887306998196,-0.22589544000202355
Verified,20.44,0,36,0.5766062197423484,7.35,1.1280118307599771,-7.274112693001804,0.1735001860962878
Not Verified,22.05,0,36,0.7576965814759135,10.9,2.7380118307599766,-7.274112693001804,0.3545905478298529
Not Verified,22.4,0,60,0.26950722009972156,19.03,3.0880118307599744,16.725887306998196,-0.133598813546339
Not Verified,13.18,0,36,0.07082151702670547,6.71,-6.131988169240024,-7.274112693001804,-0.3322845166193551
Source Verified,16.72,0,36,0.22505797101449276,11.99,-2.5919881692400253,-7.274112693001804,-0.1780480626315678
Not Verified,7.58,0,36,0.3877092511013216,10.42,-11.731988169240024,-7.274112693001804,-0.015396782544738974
Not Verified,15,0,60,0.6471756000721891,17.47,-4.311988169240024,16.725887306998196,0.24406956642612854
Not Verified,31.53,0,36,0.6751437889119478,9.93,12.218011830759977,-7.274112693001804,0.27203775526588725
Source Verified,16.52,0,60,0.5893621867881549,15.05,-2.7919881692400246,16.725887306998196,0.18625615314209432
Source Verified,9.06,1,60,0.09066879457383671,10.9,-10.251988169240024,16.725887306998196,-0.31243723907222387
Source Verified,11.21,0,36,0.06191420164162924,13.59,-8.101988169240023,-7.274112693001804,-0.3411918320044313
Not Verified,24.46,0,36,0.927142147636972,19.03,5.148011830759977,-7.274112693001804,0.5240361139909114
Not Verified,31.74,0,36,0.2483494872875404,19.42,12.428011830759974,-7.274112693001804,-0.15475654635852018
Verified,0.86,0,36,1.0289348710990502,19.03,-18.451988169240025,-7.274112693001804,0.6258288374529897
Verified,19.3,0,36,0.0378947662969531,14.08,-0.011988169240023439,-7.274112693001804,-0.36521126734910747
Not Verified,38.22,0,36,0.6896496512523892,6.08,18.908011830759975,-7.274112693001804,0.2865436176063286
Source Verified,16.63,0,36,0.23729547959270178,5.31,-2.681988169240025,-7.274112693001804,-0.1658105540533588
Not Verified,22.52,0,60,0.13982833247744111,13.59,3.2080118307599754,16.725887306998196,-0.2632777011686195
Source Verified,11.76,1,36,0.7993740044155045,16.02,-7.551988169240024,-7.274112693001804,0.396267970769444
Source Verified,12.49,0,36,0.5814361062892242,14.08,-6.821988169240024,-7.274112693001804,0.17833007264316358
Source Verified,19.04,0,36,0.21389942587656346,6.07,-0.271988169240025,-7.274112693001804,-0.1892066077694971
Source Verified,31,1,36,0.3874516627996906,11.98,11.688011830759976,-7.274112693001804,-0.015654370846369947
Verified,9.96,0,36,0.5493517274092814,13.59,-9.351988169240023,-7.274112693001804,0.14624569376322083
Source Verified,17,0,36,0.6527386120309374,10.41,-2.311988169240024,-7.274112693001804,0.24963257838487685
Source Verified,24.14,1,60,0.5894148586456279,20,4.828011830759976,16.725887306998196,0.18630882499956736
Source Verified,23.52,0,36,0.7509412597310686,7.97,4.208011830759975,-7.274112693001804,0.34783522608500805
Not Verified,2.97,0,36,0.254,9.44,-16.341988169240025,-7.274112693001804,-0.14910603364606057
Source Verified,6.36,0,36,0.08773551921059788,14.08,-12.951988169240025,-7.274112693001804,-0.3153705144354627
Verified,32.36,0,36,0.41965900127419453,21.45,13.048011830759975,-7.274112693001804,0.016552967628133963
Source Verified,23.52,0,36,0.5825697540036322,9.93,4.208011830759975,-7.274112693001804,0.17946372035757163
Source Verified,33.54,0,36,0.4136069704131857,12.61,14.228011830759975,-7.274112693001804,0.010500936767125157
Not Verified,17.15,0,36,0.7580177172936192,5.32,-2.1619881692400256,-7.274112693001804,0.35491168364755865
Verified,11.87,1,36,0.6293651017700365,7.96,-7.441988169240025,-7.274112693001804,0.2262590681239759
Source Verified,18.95,1,36,0.3413383099032251,5.32,-0.36198816924002486,-7.274112693001804,-0.061767723742835456
Source Verified,6.1,0,36,0.060273944487630425,7.35,-13.211988169240025,-7.274112693001804,-0.34283208915843016
Verified,0,0,60,0,16.02,-19.311988169240024,16.725887306998196,-0.40310603364606057
Not Verified,25.42,0,36,0.21115236187777833,5.32,6.1080118307599776,-7.274112693001804,-0.19195367176828224
Not Verified,14.17,0,60,0.10347058384979642,6.72,-5.141988169240024,16.725887306998196,-0.29963544979626416
Source Verified,21.19,0,60,0.8543573149973878,26.3,1.8780118307599771,16.725887306998196,0.4512512813513272
Not Verified,27.32,0,60,0.18307211143365595,12.62,8.008011830759976,16.725887306998196,-0.22003392221240461
Source Verified,31.39,0,36,0.7572753784008714,19.42,12.078011830759976,-7.274112693001804,0.3541693447548109
Not Verified,11.82,0,36,0.8539065012795592,11.98,-7.491988169240024,-7.274112693001804,0.4508004676334987
Source Verified,30.01,0,36,0.3943666082895505,10.42,10.698011830759977,-7.274112693001804,-0.008739425356510067
Source Verified,9.52,0,36,0.04779209903657385,9.43,-9.791988169240025,-7.274112693001804,-0.35531393460948674
Verified,55.27,0,36,0.2708391608391608,16.02,35.95801183075998,-7.274112693001804,-0.13226687280689975
Source Verified,35.87,0,36,0.5134573654441322,10.42,16.558011830759973,-7.274112693001804,0.11035133179807166
Not Verified,7.51,0,36,0.09641983762105057,9.43,-11.801988169240024,-7.274112693001804,-0.30668619602501
Not Verified,28.19,0,36,0.24430172568461678,14.08,8.878011830759977,-7.274112693001804,-0.1588043079614438
Not Verified,6.25,0,36,0.39575471698113207,20,-13.061988169240024,-7.274112693001804,-0.007351316664928498
Not Verified,4.35,1,60,0.47419462322220857,20,-14.961988169240025,16.725887306998196,0.071088589576148
Not Verified,19.16,0,36,0.704887515842839,10.41,-0.151988169240024,-7.274112693001804,0.30178148219677847
Source Verified,32.04,0,60,0.7995034992078442,18.45,12.728011830759975,16.725887306998196,0.3963974655617837
Verified,12.28,0,60,0.0667702729072004,12.62,-7.031988169240025,16.725887306998196,-0.3363357607388602
Not Verified,6.9,0,36,0.731362624012958,10.42,-12.411988169240024,-7.274112693001804,0.32825659036689747
Source Verified,7.35,0,36,0.040214986679861314,5.31,-11.961988169240025,-7.274112693001804,-0.3628910469661992
Source Verified,14.07,1,36,0.5764451827242525,11.99,-5.241988169240024,-7.274112693001804,0.17333914907819192
Not Verified,27.74,0,36,0.22544673864999684,10.9,8.428011830759974,-7.274112693001804,-0.17765929499606373
Not Verified,70.48,0,60,0.6902035623409669,17.09,51.16801183075998,16.725887306998196,0.28709752869490635
Not Verified,9.04,0,36,0.1273839606330629,5.32,-10.271988169240025,-7.274112693001804,-0.27572207301299767
Verified,11.47,0,36,0.10528390124162157,22.9,-7.8419881692400235,-7.274112693001804,-0.297822132404439
Source Verified,22.19,0,36,0.5077214808004482,10.42,2.878011830759977,-7.274112693001804,0.10461544715438764
Not Verified,22.58,1,60,0.4802587822722051,10.42,3.268011830759974,16.725887306998196,0.07715274862614452
Not Verified,20.64,0,36,0.18120886083375376,6.07,1.3280118307599764,-7.274112693001804,-0.2218971728123068
Verified,25.45,0,60,0.12364530650808647,14.07,6.138011830759975,16.725887306998196,-0.2794607271379741
Verified,45.82,0,36,0.6697999319004921,10.9,26.508011830759976,-7.274112693001804,0.26669389825443157
Source Verified,10.11,0,36,0.07708075074487289,10.91,-9.201988169240025,-7.274112693001804,-0.3260252829011877
Not Verified,11.26,0,36,0.6550303916032816,17.47,-8.051988169240024,-7.274112693001804,0.251924357957221
Verified,30.34,0,36,0.23927198409879682,12.62,11.028011830759976,-7.274112693001804,-0.16383404954726374
Verified,30.06,0,36,0.3979919423688871,7.96,10.748011830759975,-7.274112693001804,-0.005114091277173494
Verified,21.33,1,36,0.5826689189189189,7.97,2.018011830759974,-7.274112693001804,0.17956288527285835
Verified,16.42,1,60,0.8956253686330807,13.58,-2.8919881692400224,16.725887306998196,0.49251933498702016
Verified,12.84,1,60,0.2602276903231613,26.77,-6.471988169240024,16.725887306998196,-0.14287834332289928
Not Verified,15.06,0,36,0.29483499120991613,9.43,-4.251988169240024,-7.274112693001804,-0.10827104243614444
Source Verified,39.73,0,36,0.3017364652887799,23.88,20.418011830759973,-7.274112693001804,-0.10136956835728067
Not Verified,8.74,0,36,0.4358780276816609,11.99,-10.571988169240024,-7.274112693001804,0.03277199403560033
Source Verified,15.31,0,36,0.12102264782753663,6.07,-4.001988169240024,-7.274112693001804,-0.28208338581852394
Not Verified,25.24,0,36,0.2825456691491831,14.08,5.928011830759974,-7.274112693001804,-0.12056036449687746
Not Verified,15.43,0,36,1.134496977913348,14.07,-3.8819881692400244,-7.274112693001804,0.7313909442672875
Not Verified,35.18,0,36,0.15221720608823905,15.04,15.868011830759976,-7.274112693001804,-0.2508888275578215
Source Verified,13.92,0,36,0.34207093390766863,7.34,-5.391988169240024,-7.274112693001804,-0.06103509973839194
Not Verified,24.81,0,60,0.18456483948694888,9.43,5.498011830759975,16.725887306998196,-0.2185411941591117
Source Verified,23.13,0,60,1.0475316553788927,9.92,3.818011830759975,16.725887306998196,0.6444256217328321
Not Verified,37.3,0,36,0.874903951701427,19.03,17.988011830759973,-7.274112693001804,0.4717979180553664
Source Verified,13.28,0,60,0.2535675985794966,15.04,-6.031988169240025,16.725887306998196,-0.14953843506656395
Source Verified,6.25,0,36,0.47481847674957517,13.59,-13.061988169240024,-7.274112693001804,0.0717124431035146
Source Verified,17.46,0,36,0.1544620056594658,11.99,-1.8519881692400233,-7.274112693001804,-0.24864402798659477
Verified,25.4,0,60,0.17241689654086212,21.85,6.088011830759974,16.725887306998196,-0.23068913710519845
Source Verified,22.48,1,36,0.4468499176637225,10.91,3.1680118307599763,-7.274112693001804,0.04374388401766194
Not Verified,17.08,0,60,0.08478,9.43,-2.231988169240026,16.725887306998196,-0.3183260336460606
Not Verified,11.68,1,36,0.08345289585667857,5.31,-7.631988169240024,-7.274112693001804,-0.319653137789382
Not Verified,4.87,0,36,0.19477777777777777,5.31,-14.441988169240023,-7.274112693001804,-0.2083282558682828
Not Verified,5.1,0,36,0.21705882352941178,5.32,-14.211988169240025,-7.274112693001804,-0.1860472101166488
Not Verified,34.92,0,36,0.6442896308258534,7.97,15.608011830759978,-7.274112693001804,0.24118359717979287
Source Verified,29.47,0,36,0.2139040581715413,6.72,10.158011830759975,-7.274112693001804,-0.18920197547451928
Source Verified,13.19,0,60,0.09214642588903765,15.05,-6.121988169240025,16.725887306998196,-0.3109596077570229
Source Verified,1.54,0,36,0.08649484536082475,7.96,-17.771988169240025,-7.274112693001804,-0.3166111882852358
Not Verified,26.09,0,36,0.672718779196512,18.06,6.778011830759976,-7.274112693001804,0.26961274555045145
Source Verified,0.59,1,36,0.3015299982809008,13.59,-18.721988169240024,-7.274112693001804,-0.10157603536515974
Not Verified,9.07,0,36,0.5116935483870968,17.09,-10.241988169240024,-7.274112693001804,0.10858751474103623
Source Verified,1.08,0,36,0.7266176470588235,11.98,-18.231988169240026,-7.274112693001804,0.3235116134127629
Verified,16.74,0,36,0.026202508543270168,11.99,-2.5719881692400257,-7.274112693001804,-0.3769035251027904
Not Verified,17.64,1,36,0.7178162774848452,20,-1.6719881692400236,-7.274112693001804,0.31471024383878465
Source Verified,17.02,0,60,0.06541539058178064,7.35,-2.2919881692400246,16.725887306998196,-0.3376906430642799
Not Verified,15.68,0,36,0.43083989501312336,10.41,-3.6319881692400244,-7.274112693001804,0.027733861367062795
Not Verified,23.13,0,36,0.18282430164248892,10.42,3.818011830759975,-7.274112693001804,-0.22028173200357165
Not Verified,7.52,0,36,0.816764705882353,7.34,-11.791988169240025,-7.274112693001804,0.4136586722362924
Not Verified,17.21,0,36,0.32579537432547234,7.34,-2.1019881692400233,-7.274112693001804,-0.07731065932058823
Verified,19.42,0,36,0.09273476387570348,16.01,0.10801183075997756,-7.274112693001804,-0.3103712697703571
Source Verified,21.56,0,36,0.6175277067348679,15.05,2.2480118307599746,-7.274112693001804,0.21442167308880733
Source Verified,14.6,0,60,0.6810623556581986,14.08,-4.7119881692400245,16.725887306998196,0.27795632201213805
Source Verified,25.88,0,60,0.421249964360049,9.92,6.568011830759975,16.725887306998196,0.018143930713988454
Verified,28.58,0,36,0.8942095992954645,15.04,9.268011830759974,-7.274112693001804,0.49110356564940394
Source Verified,5.98,1,36,0.5174875302410322,9.44,-13.331988169240024,-7.274112693001804,0.11438149659497165
Not Verified,19.87,1,60,0.15231328743562705,13.59,0.5580118307599768,16.725887306998196,-0.2507927462104335
Source Verified,17.52,0,36,0.3066124206119239,6.72,-1.7919881692400246,-7.274112693001804,-0.09649361303413667
Source Verified,7.2,1,60,0.5120567375886524,13.59,-12.111988169240025,16.725887306998196,0.10895070394259188
Verified,32.69,0,60,0.23064333639085352,30.79,13.378011830759974,16.725887306998196,-0.17246269725520705
Verified,52.47,0,60,0.2055792397997721,9.93,33.158011830759975,16.725887306998196,-0.19752679384628846
Not Verified,17.28,0,60,0.22673513782144897,15.05,-2.031988169240023,16.725887306998196,-0.1763708958246116
Verified,26.56,0,36,0.22593775593775595,7.96,7.248011830759975,-7.274112693001804,-0.17716827770830462
Not Verified,22.45,0,36,0.5874476541036515,7.34,3.138011830759975,-7.274112693001804,0.18434162045759095
Source Verified,437.61,0,60,0.1731375839431672,10.42,418.29801183076,16.725887306998196,-0.22996844970289337
Verified,23.07,0,36,0.6566652966159748,14.08,3.758011830759976,-7.274112693001804,0.25355926296991427
Not Verified,37.84,0,36,0.7306423052157115,11.98,18.52801183075998,-7.274112693001804,0.3275362715696509
Verified,13.75,0,36,0.7231229235880399,7.35,-5.561988169240024,-7.274112693001804,0.3200168899419793
Verified,18.32,0,36,0.17521964856230032,13.58,-0.9919881692400239,-7.274112693001804,-0.22788638508376025
Verified,2.38,0,60,0.03406798481474806,13.58,-16.931988169240025,16.725887306998196,-0.3690380488313125
Not Verified,33.26,0,60,0.6160322279308734,16.02,13.948011830759974,16.725887306998196,0.21292619428481285
Not Verified,13.51,0,36,0.597084824922694,7.35,-5.801988169240024,-7.274112693001804,0.19397879127663342
Not Verified,7.8,0,36,0.576979601434366,17.09,-11.511988169240023,-7.274112693001804,0.17387356778830543
Verified,29.67,0,36,0.1307308017321021,15.05,10.358011830759978,-7.274112693001804,-0.27237523191395846
Source Verified,25.73,0,60,0.687208480565371,18.45,6.418011830759976,16.725887306998196,0.2841024469193104
Verified,30.28,0,36,0.7021395348837209,19.42,10.968011830759977,-7.274112693001804,0.29903350123766037
Source Verified,20.1,0,60,0.2515116119860646,10.42,0.7880118307599773,16.725887306998196,-0.15159442165999598
Not Verified,19.77,1,36,0.4870333797390488,14.08,0.4580118307599754,-7.274112693001804,0.08392734609298824
Source Verified,10.34,0,60,0.4540775401069519,12.61,-8.971988169240024,16.725887306998196,0.050971506460891325
Verified,23.33,1,60,0.17053524112347643,19.03,4.018011830759974,16.725887306998196,-0.23257079252258414
Verified,35.74,1,36,0.4852002103523402,19.03,16.428011830759978,-7.274112693001804,0.08209417670627961
Source Verified,13.64,1,36,0.5719681908548708,7.34,-5.671988169240024,-7.274112693001804,0.16886215720881026
Not Verified,23.87,0,36,0.598274186283574,13.59,4.558011830759977,-7.274112693001804,0.19516815263751341
Not Verified,7.68,1,36,0.5589221824686941,9.44,-11.631988169240024,-7.274112693001804,0.1558161488226335
Source Verified,21.56,0,36,0.3668831625265348,9.92,2.2480118307599746,-7.274112693001804,-0.03622287111952577
Verified,26.73,0,60,0.3950053318730726,26.77,7.418011830759976,16.725887306998196,-0.008100701772987995
Not Verified,29.73,0,36,0.49990967728224256,10.41,10.418011830759976,-7.274112693001804,0.09680364363618199
Source Verified,12.03,1,36,0.22634726189899773,19.03,-7.281988169240025,-7.274112693001804,-0.17675877174706284
Not Verified,4.75,0,60,0.0821421144777531,9.92,-14.561988169240024,16.725887306998196,-0.32096391916830747
Not Verified,24.05,1,36,0.5978828704976629,11.99,4.738011830759977,-7.274112693001804,0.1947768368516023
Not Verified,30.8,1,36,0.27767046377701154,17.09,11.488011830759977,-7.274112693001804,-0.12543556986904902
Not Verified,5.27,0,36,0.4074242424242424,11.98,-14.041988169240025,-7.274112693001804,0.004318208778181842
Source Verified,21.35,0,36,0.8026311873083907,17.09,2.0380118307599773,-7.274112693001804,0.3995251536623301
Verified,12.56,0,36,0.11701103752759381,10.41,-6.751988169240024,-7.274112693001804,-0.2860949961184668
Source Verified,32.25,0,60,0.5823269550852866,18.06,12.938011830759976,16.725887306998196,0.17922092143922608
Source Verified,24.68,0,36,0.5617434620174346,6.72,5.368011830759976,-7.274112693001804,0.15863742837137407
Source Verified,15.46,0,36,0.07671676300578034,9.43,-3.8519881692400233,-7.274112693001804,-0.3263892706402802
Verified,11.07,0,36,0.8135087719298245,21.45,-8.241988169240024,-7.274112693001804,0.41040273828376395
Source Verified,20.15,1,36,0.22654979995090005,10.41,0.8380118307599744,-7.274112693001804,-0.17655623369516052
Not Verified,32.65,0,36,0.19917238457639555,11.99,13.338011830759974,-7.274112693001804,-0.20393364906966502
Verified,26.66,0,36,0.5912422102201911,5.32,7.348011830759976,-7.274112693001804,0.1881361765741305
Not Verified,7.04,0,60,0.05383820408862145,9.44,-12.271988169240025,16.725887306998196,-0.3492678295574391
Not Verified,5.66,1,60,0.0651883883274721,10.9,-13.651988169240024,16.725887306998196,-0.3379176453185885
Verified,22.74,0,36,0.41302368255060495,9.44,3.4280118307599743,-7.274112693001804,0.009917648904544385
Not Verified,26.16,0,60,0.1283697000523271,9.92,6.848011830759976,16.725887306998196,-0.2747363335937335
Not Verified,3.1,0,60,0.01888888888888889,7.35,-16.211988169240023,16.725887306998196,-0.38421714475717167
Source Verified,23.69,0,60,0.29236105425341086,11.98,4.378011830759977,16.725887306998196,-0.11074497939264971
Not Verified,25.06,0,36,0.3649964412811388,7.96,5.748011830759975,-7.274112693001804,-0.038109592364921785
Source Verified,14.07,0,36,0.6228795811518325,19.03,-5.241988169240024,-7.274112693001804,0.21977354750577194
Not Verified,20.92,0,36,0.839610629646363,10.91,1.6080118307599776,-7.274112693001804,0.43650459600030245
Source Verified,13.62,0,36,0.06555888972243061,12.61,-5.691988169240025,-7.274112693001804,-0.33754714392362994
Source Verified,5.83,0,36,0.08433678016164849,10.41,-13.481988169240024,-7.274112693001804,-0.3187692534844121
Source Verified,10.72,0,60,0.11151549356561578,13.58,-8.591988169240024,16.725887306998196,-0.29159054008044477
Source Verified,21.67,0,36,0.5660964674301053,9.92,2.3580118307599776,-7.274112693001804,0.16299043378404476
Source Verified,14.72,0,36,0.5583441226575809,6.08,-4.5919881692400235,-7.274112693001804,0.15523808901152036
Not Verified,13.29,0,36,0.7440491809423848,13.59,-6.021988169240025,-7.274112693001804,0.34094314729632424
Not Verified,19.71,0,36,0.3762882695822384,10.41,0.3980118307599767,-7.274112693001804,-0.02681776406382219
Verified,19.1,0,60,0.8288234256482625,21.85,-0.21198816924002273,16.725887306998196,0.42571739200220193
Source Verified,11.92,0,36,0.06360799109280443,9.44,-7.391988169240024,-7.274112693001804,-0.3394980425532561
Source Verified,25.38,0,36,0.337091494606271,7.97,6.068011830759975,-7.274112693001804,-0.06601453903978954
Source Verified,37.54,0,36,0.7452937309508157,12.61,18.228011830759975,-7.274112693001804,0.3421876973047552
Source Verified,35.6,1,36,0.6984415455088627,7.34,16.288011830759977,-7.274112693001804,0.29533551186280216
Not Verified,12.79,0,36,0.5704992867332382,14.07,-6.521988169240025,-7.274112693001804,0.16739325308717767
Source Verified,61.31,0,36,0.2590514497831075,16.01,41.99801183075998,-7.274112693001804,-0.14405458386295306
Source Verified,30.91,0,36,0.1195680277589379,6.07,11.598011830759976,-7.274112693001804,-0.28353800588712263
Verified,36.66,0,36,0.6233392105677247,10.42,17.348011830759972,-7.274112693001804,0.2202331769216641
Not Verified,20.28,0,36,0.2277157322611868,6.71,0.968011830759977,-7.274112693001804,-0.17539030138487377
Not Verified,9.38,0,36,0.2002044989775051,7.35,-9.931988169240023,-7.274112693001804,-0.20290153466855546
Not Verified,5.84,0,36,0.43644444444444447,9.93,-13.471988169240024,-7.274112693001804,0.0333384107983839
Not Verified,10.04,1,36,0.754318536976813,12.61,-9.271988169240025,-7.274112693001804,0.3512125033307524
